Series,Time,Value
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T18,0.155
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T18,0.148
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T19,0.157
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T19,0.152
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T19,0.156
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T19,0.151
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T20,0.152
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T20,0.15
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T20,0.179
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T20,0.161
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T21,0.157
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T21,0.157
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T21,0.146
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T21,0.155
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T22,0.154
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T22,0.15
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T22,0.155
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T22,0.16
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T23,0.162
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T23,0.151
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T23,0.144
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-24T23,0.157
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T00,0.162
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T00,0.156
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T00,0.156
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T00,0.165
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T01,0.167
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T01,0.147
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T01,0.167
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T01,0.168
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T02,0.159
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T02,0.156
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T02,0.158
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T02,0.159
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T03,0.159
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T03,0.152
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T03,0.156
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T03,0.157
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T04,0.161
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T04,0.15
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T04,0.158
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T04,0.162
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T05,0.169
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T05,0.157
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T05,0.157
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T05,0.176
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T06,0.169
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T06,0.17
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T06,0.16
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T06,0.159
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T07,0.168
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T07,0.154
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T07,0.151
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T07,0.175
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T08,0.167
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T08,0.154
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T08,0.149
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T08,0.167
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T09,0.166
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T09,0.174
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T09,0.153
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T09,0.174
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T10,0.175
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T10,0.151
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T10,0.153
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T10,0.163
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T11,0.162
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T11,0.143
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T11,0.163
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T11,0.169
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T12,0.176
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T12,0.13
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T12,0.135
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T12,0.148
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T13,0.161
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T13,0.137
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T13,0.136
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T13,0.136
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T14,0.143
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T14,0.164
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T14,0.135
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T14,0.182
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T15,0.185
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T15,0.129
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T15,0.128
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T15,0.129
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T16,0.168
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T16,0.126
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T16,0.125
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T16,0.167
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T17,0.176
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T17,0.143
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T17,0.137
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T17,0.139
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T18,0.153
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T18,0.139
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T18,0.137
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T18,0.142
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T19,0.148
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T19,0.143
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T19,0.143
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T19,0.162
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T20,0.164
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T20,0.134
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T20,0.138
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T20,0.165
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T21,0.16
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T21,0.136
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T21,0.141
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T21,0.186
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T22,0.181
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T22,0.174
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T22,0.178
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T22,0.177
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T23,0.176
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T23,0.17
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T23,0.177
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-25T23,0.178
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T00,0.179
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T00,0.156
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T00,0.137
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T00,0.178
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T01,0.189
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T01,0.177
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T01,0.171
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T01,0.191
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T02,0.188
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T02,0.146
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T02,0.159
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T02,0.189
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T03,0.156
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T03,0.147
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T03,0.165
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T03,0.157
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T04,0.18
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T04,0.176
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T04,0.178
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T04,0.19
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T05,0.188
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T05,0.177
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T05,0.184
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T05,0.167
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T06,0.18
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T06,0.168
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T06,0.18
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T06,0.19
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T07,0.188
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T07,0.168
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T07,0.171
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T07,0.179
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T08,0.19
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T08,0.174
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T08,0.186
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T08,0.153
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T09,0.163
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T09,0.165
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T09,0.134
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T09,0.184
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T10,0.185
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T10,0.174
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T10,0.18
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T10,0.189
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T11,0.195
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T11,0.176
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T11,0.178
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T11,0.186
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T12,0.187
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T12,0.158
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T12,0.164
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T12,0.163
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T13,0.176
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T13,0.179
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T13,0.147
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T13,0.188
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T14,0.197
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T14,0.208
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T14,0.17
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T14,0.222
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T15,0.198
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T15,0.164
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T15,0.188
